MMSI,时间(Local),Unix时间戳,视觉类别,原始类别描述,原始类别编码,航行状态,纬度,经度,航速,航向,船首向,船长,船宽
413304810,2025-12-06 14:30:30,1765002630.179,tug,拖轮(Tug),52.0,在航(使用引擎),38.970975,117.769933,3.6,320.4,321.0,38.0,13.0
413018030,2025-12-06 14:30:30,1765002630.621,tug,拖轮(Tug),52.0,在航(使用引擎),38.983055,117.78363,1.0,264.8,198.0,35.0,11.0
413360840,2025-12-06 14:30:30,1765002630.861,other,疏浚/水下作业,33.0,在航(使用引擎),38.95895,117.831173,0.2,360.0,511.0,58.0,12.0
413303080,2025-12-06 14:30:31,1765002631.421,tug,拖轮(Tug),52.0,系泊(Moored),38.981618,117.790995,6.4,308.0,309.0,39.0,11.0
412018360,2025-12-06 14:30:32,1765002632.172,tug,拖轮(Tug),52.0,在航(使用引擎),38.967035,117.813137,3.0,161.4,179.0,38.0,10.0
413018010,2025-12-06 14:30:32,1765002632.218,tug,拖轮(Tug),52.0,系泊(Moored),38.968345,117.81189,8.9,109.2,105.0,39.0,10.0
413304810,2025-12-06 14:30:32,1765002632.296,tug,拖轮(Tug),52.0,在航(使用引擎),38.971023,117.769888,3.8,321.4,322.0,38.0,13.0
477066600,2025-12-06 14:30:32,1765002632.699,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.952992,117.904208,11.6,279.4,278.0,141.0,23.0
994126297,2025-12-06 14:30:33,1765002633.675,other,Unknown,,,38.972013,117.715138,,,,0.0,0.0
413567090,2025-12-06 14:30:34,1765002634.678,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.957263,117.876507,9.8,280.0,280.0,168.0,28.0
413442120,2025-12-06 14:30:34,1765002634.762,other,疏浚/水下作业,33.0,在航(使用引擎),38.956203,117.84484,1.6,283.5,278.0,110.0,20.0
538007483,2025-12-06 14:30:34,1765002634.929,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.978567,117.769117,0.1,147.0,295.0,294.0,32.0
412018360,2025-12-06 14:30:35,1765002635.28,tug,拖轮(Tug),52.0,在航(使用引擎),38.967,117.81315,2.3,164.2,185.0,38.0,10.0
412018350,2025-12-06 14:30:35,1765002635.414,tug,拖轮(Tug),52.0,在航(使用引擎),38.982633,117.789933,6.1,317.6,330.0,38.0,10.0
352004681,2025-12-06 14:30:35,1765002635.498,general cargo vessels,货轮-无信息,79.0,系泊(Moored),38.91845,117.816917,,235.0,200.0,180.0,28.0
413304190,2025-12-06 14:30:36,1765002636.25,tug,拖轮(Tug),52.0,系泊(Moored),38.974417,117.789237,0.1,29.9,205.0,35.0,12.0
413304810,2025-12-06 14:30:36,1765002636.525,tug,拖轮(Tug),52.0,在航(使用引擎),38.971093,117.769825,4.1,322.6,322.0,38.0,13.0
413305490,2025-12-06 14:30:37,1765002637.158,tug,拖轮(Tug),52.0,在航(使用引擎),38.929813,117.868502,0.1,246.0,511.0,40.0,10.0
412203640,2025-12-06 14:30:37,1765002637.282,tug,引航船(Pilot),50.0,在航(使用引擎),38.94871,117.877987,,255.4,234.0,22.0,6.0
356158000,2025-12-06 14:30:37,1765002637.487,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.98147,117.749237,,216.9,16.0,158.0,24.0
412018350,2025-12-06 14:30:37,1765002637.647,tug,拖轮(Tug),52.0,在航(使用引擎),38.982667,117.789883,6.1,318.1,331.0,38.0,10.0
413018040,2025-12-06 14:30:38,1765002638.008,tug,拖轮(Tug),52.0,在航(使用引擎),38.98235,117.785263,1.1,259.5,208.0,35.0,11.0
414350030,2025-12-06 14:30:38,1765002638.088,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.966387,117.815075,3.9,267.1,260.0,186.0,30.0
412990071,2025-12-06 14:30:38,1765002638.114,other,Unknown,,未定义(默认),38.999407,117.7019,,290.5,511.0,0.0,0.0
4131403,2025-12-06 14:30:38,1765002638.321,other,Unknown,,,38.9757,117.787447,,,,,
4125001,2025-12-06 14:30:38,1765002638.37,other,Unknown,,,38.981425,117.805322,,,,,
209111000,2025-12-06 14:30:38,1765002638.693,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.95188,117.849687,,160.7,281.0,300.0,50.0
412018360,2025-12-06 14:30:38,1765002638.887,tug,拖轮(Tug),52.0,在航(使用引擎),38.966958,117.813162,2.3,168.5,189.0,38.0,10.0
4125055,2025-12-06 14:30:38,1765002638.968,other,Unknown,,,38.975788,117.787527,,,,,
413424590,2025-12-06 14:30:39,1765002639.113,other,疏浚/水下作业,33.0,在航(使用引擎),38.915615,117.821195,,360.0,511.0,45.0,18.0
413304760,2025-12-06 14:30:39,1765002639.362,tug,拖轮(Tug),52.0,在航(使用引擎),38.974783,117.789427,,264.4,181.0,35.0,13.0
412018070,2025-12-06 14:30:40,1765002640.199,tug,拖轮(Tug),52.0,在航(使用引擎),38.973122,117.765587,9.0,312.1,7.0,37.0,10.0
413018030,2025-12-06 14:30:40,1765002640.348,tug,拖轮(Tug),52.0,在航(使用引擎),38.983055,117.78357,1.0,266.7,200.0,35.0,11.0
413591060,2025-12-06 14:30:40,1765002640.488,other,疏浚/水下作业,33.0,,38.961013,117.827413,,146.4,511.0,50.0,18.0
249840000,2025-12-06 14:30:41,1765002641.363,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.939428,117.787778,,322.5,109.0,366.0,51.0
413591060,2025-12-06 14:30:41,1765002641.464,other,疏浚/水下作业,33.0,锚泊,38.961,117.8274,,146.4,511.0,50.0,18.0
413303080,2025-12-06 14:30:41,1765002641.677,tug,拖轮(Tug),52.0,系泊(Moored),38.981803,117.790702,6.3,308.1,304.0,39.0,11.0
412018350,2025-12-06 14:30:42,1765002642.004,tug,拖轮(Tug),52.0,在航(使用引擎),38.982783,117.789783,6.0,319.0,333.0,38.0,10.0
413309410,2025-12-06 14:30:42,1765002642.471,other,港口供应船,53.0,,38.992047,117.78956,6.5,347.6,511.0,14.0,4.0
413018040,2025-12-06 14:30:42,1765002642.515,tug,拖轮(Tug),52.0,在航(使用引擎),38.982345,117.785233,1.1,259.3,205.0,35.0,11.0
413018010,2025-12-06 14:30:42,1765002642.678,tug,拖轮(Tug),52.0,系泊(Moored),38.968197,117.812438,8.8,110.2,113.0,39.0,10.0
4125055,2025-12-06 14:30:42,1765002642.961,other,Unknown,,,38.975778,117.787498,,,,,
477066600,2025-12-06 14:30:43,1765002643.113,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.953085,117.903532,11.6,279.8,278.0,141.0,23.0
477723700,2025-12-06 14:30:43,1765002643.354,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.967242,117.789212,,208.9,281.0,299.0,50.0
636015404,2025-12-06 14:30:43,1765002643.397,general cargo vessels,货轮-通用,70.0,系泊(Moored),39.001652,117.78692,,238.7,348.0,304.0,40.0
412018360,2025-12-06 14:30:43,1765002643.558,tug,拖轮(Tug),52.0,在航(使用引擎),38.966913,117.813168,2.5,179.6,195.0,38.0,10.0
413304810,2025-12-06 14:30:43,1765002643.664,tug,拖轮(Tug),52.0,在航(使用引擎),38.971217,117.769707,4.5,323.5,321.0,38.0,13.0
477625600,2025-12-06 14:30:43,1765002643.683,general cargo vessels,货轮-危险A,71.0,系泊(Moored),38.980113,117.78627,,346.7,309.0,189.0,32.0
412300483,2025-12-06 14:30:43,1765002643.897,fishing boat,渔船(Fishing),30.0,,38.958848,117.843767,8.4,103.6,511.0,24.0,5.0
412018350,2025-12-06 14:30:44,1765002644.542,tug,拖轮(Tug),52.0,在航(使用引擎),38.982817,117.789733,6.0,319.5,333.0,38.0,10.0
314763000,2025-12-06 14:30:44,1765002644.756,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.957905,117.730138,,331.5,307.0,191.0,32.0
414721000,2025-12-06 14:30:44,1765002644.804,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.977157,117.772557,,252.3,296.0,255.0,37.0
413224890,2025-12-06 14:30:45,1765002645.028,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.982273,117.79055,6.0,312.0,325.0,188.0,28.0
249174000,2025-12-06 14:30:45,1765002645.064,general cargo vessels,货轮-危险A,71.0,在航(使用引擎),38.982275,117.784505,1.2,264.5,302.0,277.0,40.0
412288508,2025-12-06 14:30:45,1765002645.292,fishing boat,渔船(Fishing),30.0,,38.989485,117.885128,1.0,267.2,511.0,15.0,5.0
414034000,2025-12-06 14:30:45,1765002645.956,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.935055,117.802725,,192.2,290.0,225.0,32.0
413018040,2025-12-06 14:30:46,1765002646.147,tug,拖轮(Tug),52.0,在航(使用引擎),38.982342,117.78521,1.1,259.2,205.0,35.0,11.0
413567090,2025-12-06 14:30:46,1765002646.196,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.957367,117.8758,9.8,280.1,280.0,168.0,28.0
413304810,2025-12-06 14:30:46,1765002646.3,tug,拖轮(Tug),52.0,在航(使用引擎),38.971275,117.769657,4.6,323.4,321.0,38.0,13.0
413442120,2025-12-06 14:30:46,1765002646.322,other,疏浚/水下作业,33.0,在航(使用引擎),38.95622,117.844733,1.6,283.1,277.0,110.0,20.0
414760000,2025-12-06 14:30:46,1765002646.546,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.988713,117.790248,0.1,264.4,347.0,255.0,37.0
412018360,2025-12-06 14:30:46,1765002646.829,tug,拖轮(Tug),52.0,在航(使用引擎),38.966862,117.813163,2.9,186.3,200.0,38.0,10.0
413305490,2025-12-06 14:30:46,1765002646.882,tug,拖轮(Tug),52.0,在航(使用引擎),38.929815,117.868503,0.1,262.5,511.0,40.0,10.0
412203640,2025-12-06 14:30:47,1765002647.928,tug,引航船(Pilot),50.0,在航(使用引擎),38.94871,117.877987,,255.4,233.0,22.0,6.0
412990071,2025-12-06 14:30:48,1765002648.181,other,Unknown,,未定义(默认),38.999427,117.701905,,295.0,511.0,0.0,0.0
4131403,2025-12-06 14:30:48,1765002648.333,other,Unknown,,,38.9757,117.787447,,,,,
4125001,2025-12-06 14:30:48,1765002648.381,other,Unknown,,,38.981427,117.805322,,,,,
413018040,2025-12-06 14:30:48,1765002648.612,tug,拖轮(Tug),52.0,在航(使用引擎),38.982338,117.785195,1.1,259.3,206.0,35.0,11.0
413424590,2025-12-06 14:30:48,1765002648.753,other,疏浚/水下作业,33.0,在航(使用引擎),38.915615,117.821197,,360.0,511.0,45.0,18.0
412018350,2025-12-06 14:30:48,1765002648.863,tug,拖轮(Tug),52.0,在航(使用引擎),38.982933,117.789617,6.0,320.6,333.0,38.0,10.0
413304760,2025-12-06 14:30:49,1765002649.333,tug,拖轮(Tug),52.0,在航(使用引擎),38.97478,117.789427,,268.3,181.0,35.0,13.0
412018360,2025-12-06 14:30:49,1765002649.414,tug,拖轮(Tug),52.0,在航(使用引擎),38.966835,117.813157,3.0,189.8,205.0,38.0,10.0
413305350,2025-12-06 14:30:49,1765002649.744,oil tanker,油轮-通用,80.0,,38.95745,117.854713,6.4,100.5,100.0,44.0,8.0
413018030,2025-12-06 14:30:51,1765002651.1,tug,拖轮(Tug),52.0,在航(使用引擎),38.983052,117.7835,1.0,268.1,201.0,35.0,11.0
413303080,2025-12-06 14:30:51,1765002651.208,tug,拖轮(Tug),52.0,系泊(Moored),38.981965,117.790433,6.3,308.1,309.0,39.0,11.0
412018070,2025-12-06 14:30:51,1765002651.232,tug,拖轮(Tug),52.0,在航(使用引擎),38.973435,117.765152,9.0,312.1,8.0,37.0,10.0
413018040,2025-12-06 14:30:52,1765002652.969,tug,拖轮(Tug),52.0,在航(使用引擎),38.982333,117.785157,1.1,259.3,206.0,35.0,11.0
412018360,2025-12-06 14:30:53,1765002653.229,tug,拖轮(Tug),52.0,在航(使用引擎),38.966777,117.81314,3.2,196.7,213.0,38.0,10.0
413018010,2025-12-06 14:30:53,1765002653.528,tug,拖轮(Tug),52.0,系泊(Moored),38.968013,117.812958,8.7,116.4,119.0,39.0,10.0
412018350,2025-12-06 14:30:54,1765002654.14,tug,拖轮(Tug),52.0,在航(使用引擎),38.98305,117.789517,5.9,321.8,333.0,38.0,10.0
477066600,2025-12-06 14:30:54,1765002654.679,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.953198,117.902723,11.6,280.0,278.0,141.0,23.0
413567090,2025-12-06 14:30:55,1765002655.896,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.95744,117.87528,9.8,280.4,280.0,168.0,28.0
413442120,2025-12-06 14:30:55,1765002655.928,other,疏浚/水下作业,33.0,在航(使用引擎),38.956233,117.844653,1.6,282.0,276.0,110.0,20.0
413292540,2025-12-06 14:30:56,1765002656.538,general cargo vessels,货轮-通用,70.0,系泊(Moored),39.010523,117.772547,,360.0,349.0,126.0,28.0
249174000,2025-12-06 14:30:56,1765002656.618,general cargo vessels,货轮-危险A,71.0,在航(使用引擎),38.982267,117.784418,1.2,263.9,302.0,277.0,40.0
412018360,2025-12-06 14:30:56,1765002656.933,tug,拖轮(Tug),52.0,在航(使用引擎),38.966722,117.81311,3.2,203.7,221.0,38.0,10.0
412990071,2025-12-06 14:30:57,1765002657.609,other,Unknown,,未定义(默认),38.999427,117.701895,,296.4,511.0,0.0,0.0
413304760,2025-12-06 14:30:58,1765002658.009,tug,拖轮(Tug),52.0,在航(使用引擎),38.97478,117.789428,,269.2,182.0,35.0,13.0
414423000,2025-12-06 14:30:58,1765002658.113,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.964542,117.805452,,138.3,283.0,225.0,32.0
413424590,2025-12-06 14:30:58,1765002658.148,other,疏浚/水下作业,33.0,在航(使用引擎),38.915612,117.821203,,360.0,511.0,45.0,18.0
4131403,2025-12-06 14:30:58,1765002658.324,other,Unknown,,,38.9757,117.787447,,,,,
4125001,2025-12-06 14:30:58,1765002658.375,other,Unknown,,,38.981428,117.805322,,,,,
413018040,2025-12-06 14:30:58,1765002658.48,tug,拖轮(Tug),52.0,在航(使用引擎),38.98233,117.785118,1.1,259.0,205.0,35.0,11.0
4125055,2025-12-06 14:30:58,1765002658.962,other,Unknown,,,38.975792,117.787517,,,,,
412018360,2025-12-06 14:30:59,1765002659.918,tug,拖轮(Tug),52.0,在航(使用引擎),38.966683,117.813083,3.1,209.9,225.0,38.0,10.0
413303080,2025-12-06 14:31:00,1765002660.168,tug,拖轮(Tug),52.0,系泊(Moored),38.98216,117.79016,6.3,311.5,310.0,39.0,11.0
413363350,2025-12-06 14:31:00,1765002660.702,other,疏浚/水下作业,33.0,锚泊,38.959315,117.834907,,114.4,511.0,58.0,12.0
413018030,2025-12-06 14:31:00,1765002660.865,tug,拖轮(Tug),52.0,在航(使用引擎),38.983052,117.783447,0.9,270.5,203.0,35.0,11.0
994141200,2025-12-06 14:31:01,1765002661.17,other,Unknown,,,39.007717,117.782067,,,,2.0,2.0
249840000,2025-12-06 14:31:01,1765002661.234,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.93943,117.78778,,304.9,109.0,366.0,51.0
413591060,2025-12-06 14:31:01,1765002661.662,other,疏浚/水下作业,33.0,锚泊,38.961,117.8274,,146.4,511.0,50.0,18.0
412018350,2025-12-06 14:31:02,1765002662.264,tug,拖轮(Tug),52.0,在航(使用引擎),38.983233,117.789367,5.9,324.1,335.0,38.0,10.0
412015020,2025-12-06 14:31:02,1765002662.314,coast guard ship,执法船,55.0,系泊(Moored),38.97904,117.801027,,300.6,278.0,60.0,7.0
4125055,2025-12-06 14:31:02,1765002662.966,other,Unknown,,,38.975805,117.787513,,,,,
477066600,2025-12-06 14:31:03,1765002663.203,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.953273,117.902182,11.6,280.0,278.0,141.0,23.0
412018360,2025-12-06 14:31:03,1765002663.463,tug,拖轮(Tug),52.0,在航(使用引擎),38.966647,117.813055,3.1,212.3,231.0,38.0,10.0
994121006,2025-12-06 14:31:03,1765002663.515,other,Unknown,,,38.9772,117.793467,,,,2.0,2.0
413018010,2025-12-06 14:31:03,1765002663.605,tug,拖轮(Tug),52.0,系泊(Moored),38.967815,117.813408,8.6,122.3,132.0,39.0,10.0
412018350,2025-12-06 14:31:04,1765002664.037,tug,拖轮(Tug),52.0,在航(使用引擎),38.983283,117.789317,5.8,324.6,336.0,38.0,10.0
414774000,2025-12-06 14:31:04,1765002664.373,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.947627,117.760962,0.1,308.7,289.0,190.0,32.0
413289380,2025-12-06 14:31:04,1765002664.928,other,港口供应船,53.0,,38.948738,117.877865,,307.5,511.0,29.0,6.0
413224890,2025-12-06 14:31:04,1765002664.996,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.982673,117.790023,5.8,317.1,332.0,188.0,28.0
413305350,2025-12-06 14:31:05,1765002665.029,oil tanker,油轮-通用,80.0,系泊(Moored),38.957367,117.855173,6.5,101.7,,44.0,8.0
994141200,2025-12-06 14:31:05,1765002665.166,other,Unknown,,,39.007717,117.782067,,,,2.0,2.0
413567090,2025-12-06 14:31:05,1765002665.394,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.957523,117.874707,9.8,280.7,280.0,168.0,28.0
413442120,2025-12-06 14:31:05,1765002665.428,other,疏浚/水下作业,33.0,在航(使用引擎),38.95625,117.844587,1.5,280.9,275.0,110.0,20.0
412018360,2025-12-06 14:31:05,1765002665.471,tug,拖轮(Tug),52.0,在航(使用引擎),38.966623,117.813035,2.9,215.2,233.0,38.0,10.0
413304810,2025-12-06 14:31:06,1765002666.403,tug,拖轮(Tug),52.0,在航(使用引擎),38.971662,117.769258,5.3,321.1,320.0,38.0,13.0
249174000,2025-12-06 14:31:06,1765002666.464,general cargo vessels,货轮-危险A,71.0,在航(使用引擎),38.982262,117.784345,1.2,263.4,303.0,277.0,40.0
257523000,2025-12-06 14:31:06,1765002666.779,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.945823,117.767437,,159.9,288.0,200.0,32.0
413305490,2025-12-06 14:31:06,1765002666.985,tug,拖轮(Tug),52.0,在航(使用引擎),38.929818,117.868505,0.1,288.7,511.0,40.0,10.0
994146036,2025-12-06 14:31:07,1765002667.478,other,Unknown,,,38.65836,117.960472,,,,0.0,0.0
413304760,2025-12-06 14:31:07,1765002667.819,tug,拖轮(Tug),52.0,在航(使用引擎),38.974782,117.78943,,262.2,181.0,35.0,13.0
412302980,2025-12-06 14:31:07,1765002667.922,oil tanker,油轮-通用,80.0,,38.968158,117.783997,0.1,217.8,511.0,50.0,10.0
413363350,2025-12-06 14:31:08,1765002668.034,other,疏浚/水下作业,33.0,锚泊,38.959315,117.834907,,114.4,511.0,58.0,12.0
413424590,2025-12-06 14:31:08,1765002668.065,other,疏浚/水下作业,33.0,在航(使用引擎),38.915613,117.821202,,360.0,511.0,45.0,18.0
4131403,2025-12-06 14:31:08,1765002668.333,other,Unknown,,,38.9757,117.787447,,,,,
4125001,2025-12-06 14:31:08,1765002668.382,other,Unknown,,,38.981428,117.805322,,,,,
412203640,2025-12-06 14:31:09,1765002669.062,tug,引航船(Pilot),50.0,在航(使用引擎),38.94871,117.877987,0.1,255.4,230.0,22.0,6.0
414350030,2025-12-06 14:31:09,1765002669.185,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.96636,117.814378,3.6,267.8,260.0,186.0,30.0
413303080,2025-12-06 14:31:09,1765002669.981,tug,拖轮(Tug),52.0,系泊(Moored),38.982337,117.78993,6.0,314.0,313.0,39.0,11.0
412018360,2025-12-06 14:31:10,1765002670.015,tug,拖轮(Tug),52.0,在航(使用引擎),38.966572,117.81298,3.0,222.5,238.0,38.0,10.0
994146018,2025-12-06 14:31:10,1765002670.151,other,Unknown,,,38.96695,117.824362,,,,0.0,0.0
413018030,2025-12-06 14:31:10,1765002670.406,tug,拖轮(Tug),52.0,在航(使用引擎),38.983052,117.783393,0.9,272.8,204.0,35.0,11.0
412018350,2025-12-06 14:31:11,1765002671.762,tug,拖轮(Tug),52.0,在航(使用引擎),38.98345,117.7892,5.8,326.8,339.0,38.0,10.0
413309410,2025-12-06 14:31:12,1765002672.45,other,港口供应船,53.0,,38.992937,117.789293,6.5,346.7,511.0,14.0,4.0
413018010,2025-12-06 14:31:12,1765002672.581,tug,拖轮(Tug),52.0,系泊(Moored),38.967598,117.813758,8.2,135.4,151.0,39.0,10.0
412303240,2025-12-06 14:31:12,1765002672.88,other,其他-通用,90.0,锚泊,38.96103,117.816827,,207.2,511.0,121.0,48.0
412018360,2025-12-06 14:31:12,1765002672.932,tug,拖轮(Tug),52.0,在航(使用引擎),38.96654,117.812937,3.4,229.6,242.0,38.0,10.0
994146019,2025-12-06 14:31:13,1765002673.548,other,Unknown,,,38.983667,117.7844,,,,0.0,0.0
339301590,2025-12-06 14:31:14,1765002674.464,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.982167,117.757733,,,4.0,86.0,13.0
413224890,2025-12-06 14:31:14,1765002674.576,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.982833,117.789848,5.7,319.2,335.0,188.0,28.0
249174000,2025-12-06 14:31:15,1765002675.426,general cargo vessels,货轮-危险A,71.0,在航(使用引擎),38.982253,117.784278,1.2,263.3,304.0,277.0,40.0
413442120,2025-12-06 14:31:16,1765002676.142,other,疏浚/水下作业,33.0,在航(使用引擎),38.956267,117.844507,1.5,280.5,274.0,110.0,20.0
994146020,2025-12-06 14:31:16,1765002676.189,other,Unknown,,,38.991517,117.785468,,,,0.0,0.0
413567090,2025-12-06 14:31:16,1765002676.223,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.957617,117.87408,9.8,280.9,280.0,168.0,28.0
412018360,2025-12-06 14:31:16,1765002676.732,tug,拖轮(Tug),52.0,在航(使用引擎),38.966507,117.812887,3.8,233.7,248.0,38.0,10.0
413305490,2025-12-06 14:31:17,1765002677.173,tug,拖轮(Tug),52.0,在航(使用引擎),38.929815,117.868507,0.1,252.2,511.0,40.0,10.0
413289380,2025-12-06 14:31:17,1765002677.579,other,港口供应船,53.0,,38.948737,117.877867,,341.9,511.0,29.0,6.0
413424590,2025-12-06 14:31:17,1765002677.617,other,疏浚/水下作业,33.0,在航(使用引擎),38.915615,117.821203,,360.0,511.0,45.0,18.0
414350030,2025-12-06 14:31:17,1765002677.794,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.966355,117.814203,3.5,267.6,260.0,186.0,30.0
412203640,2025-12-06 14:31:17,1765002677.82,tug,引航船(Pilot),50.0,在航(使用引擎),38.94871,117.877987,0.1,255.4,230.0,22.0,6.0
413304760,2025-12-06 14:31:18,1765002678.01,tug,拖轮(Tug),52.0,在航(使用引擎),38.974782,117.78943,,258.7,182.0,35.0,13.0
4131403,2025-12-06 14:31:18,1765002678.332,other,Unknown,,,38.9757,117.787447,,,,,
4125001,2025-12-06 14:31:18,1765002678.379,other,Unknown,,,38.981427,117.805323,,,,,
413018040,2025-12-06 14:31:18,1765002678.461,tug,拖轮(Tug),52.0,在航(使用引擎),38.982303,117.784973,1.1,255.3,207.0,35.0,11.0
412990071,2025-12-06 14:31:18,1765002678.516,other,Unknown,,未定义(默认),38.999413,117.701893,,293.7,511.0,0.0,0.0
994141196,2025-12-06 14:31:18,1765002678.847,other,Unknown,,,38.964427,117.813327,,,,2.0,2.0
4125055,2025-12-06 14:31:18,1765002678.962,other,Unknown,,,38.9758,117.787518,,,,,
994146021,2025-12-06 14:31:19,1765002679.493,other,Unknown,,,38.99122,117.78223,,,,0.0,0.0
249840000,2025-12-06 14:31:19,1765002679.563,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.93943,117.78778,,349.1,109.0,366.0,51.0
412018070,2025-12-06 14:31:19,1765002679.71,tug,拖轮(Tug),52.0,在航(使用引擎),38.974205,117.763992,9.0,309.6,3.0,37.0,10.0
413305350,2025-12-06 14:31:19,1765002679.726,oil tanker,油轮-通用,80.0,,38.957247,117.855812,6.4,102.4,103.0,44.0,8.0
412018360,2025-12-06 14:31:19,1765002679.849,tug,拖轮(Tug),52.0,在航(使用引擎),38.966468,117.812805,4.1,241.0,252.0,38.0,10.0
413302170,2025-12-06 14:31:20,1765002680.169,other,Unknown,,系泊(Moored),38.97934,117.74672,5.5,261.9,511.0,,
413303080,2025-12-06 14:31:20,1765002680.347,tug,拖轮(Tug),52.0,系泊(Moored),38.982552,117.789662,5.9,315.6,314.0,39.0,11.0
538008306,2025-12-06 14:31:20,1765002680.461,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.916713,117.816365,,20.1,198.0,190.0,32.0
413572180,2025-12-06 14:31:21,1765002681.209,tug,拖轮(Tug),52.0,锚泊,38.975177,117.789613,,100.4,206.0,36.0,13.0
412018350,2025-12-06 14:31:21,1765002681.899,tug,拖轮(Tug),52.0,在航(使用引擎),38.9837,117.789017,5.7,330.0,342.0,38.0,10.0
412018360,2025-12-06 14:31:22,1765002682.28,tug,拖轮(Tug),52.0,在航(使用引擎),38.96645,117.812763,4.0,241.6,253.0,38.0,10.0
994146022,2025-12-06 14:31:22,1765002682.345,other,Unknown,,,39.007238,117.78097,,,,0.0,0.0
994141196,2025-12-06 14:31:22,1765002682.855,other,Unknown,,,38.964427,117.813327,,,,2.0,2.0
413208360,2025-12-06 14:31:22,1765002682.951,oil tanker,油轮-通用,80.0,系泊(Moored),38.98654,117.793348,,217.3,511.0,52.0,9.0
4125055,2025-12-06 14:31:22,1765002682.962,other,Unknown,,,38.975782,117.787503,,,,,
413224890,2025-12-06 14:31:23,1765002683.074,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.983017,117.789658,5.6,322.3,338.0,188.0,28.0
413018010,2025-12-06 14:31:23,1765002683.676,tug,拖轮(Tug),52.0,系泊(Moored),38.967262,117.814033,7.3,157.4,180.0,39.0,10.0
477066600,2025-12-06 14:31:24,1765002684.079,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.953463,117.900768,11.6,279.8,278.0,141.0,23.0
413289380,2025-12-06 14:31:24,1765002684.774,other,港口供应船,53.0,锚泊,38.948738,117.877865,,341.9,511.0,29.0,6.0
413442120,2025-12-06 14:31:25,1765002685.19,other,疏浚/水下作业,33.0,在航(使用引擎),38.956267,117.844427,1.5,280.5,273.0,110.0,20.0
994146023,2025-12-06 14:31:25,1765002685.303,other,Unknown,,,39.00675,117.777803,,,,0.0,0.0
412018360,2025-12-06 14:31:25,1765002685.989,tug,拖轮(Tug),52.0,在航(使用引擎),38.966418,117.812682,3.8,241.5,254.0,38.0,10.0
413567090,2025-12-06 14:31:26,1765002686.237,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.957703,117.873493,9.8,280.4,280.0,168.0,28.0
413304810,2025-12-06 14:31:26,1765002686.514,tug,拖轮(Tug),52.0,在航(使用引擎),38.972083,117.768852,5.7,323.1,321.0,38.0,13.0
249174000,2025-12-06 14:31:26,1765002686.776,general cargo vessels,货轮-危险A,71.0,在航(使用引擎),38.982218,117.78418,1.2,263.2,305.0,277.0,40.0
413303610,2025-12-06 14:31:27,1765002687.212,other,其他-通用,90.0,,38.97632,117.791195,6.3,167.0,511.0,43.0,8.0
412203640,2025-12-06 14:31:27,1765002687.317,tug,引航船(Pilot),50.0,在航(使用引擎),38.948717,117.877987,,255.4,229.0,22.0,6.0
413305490,2025-12-06 14:31:27,1765002687.464,tug,拖轮(Tug),52.0,在航(使用引擎),38.929818,117.868508,,252.2,511.0,40.0,10.0
413018040,2025-12-06 14:31:27,1765002687.793,tug,拖轮(Tug),52.0,在航(使用引擎),38.982285,117.784905,1.1,255.1,207.0,35.0,11.0
413304760,2025-12-06 14:31:28,1765002688.228,tug,拖轮(Tug),52.0,在航(使用引擎),38.974782,117.789433,,268.2,182.0,35.0,13.0
4131403,2025-12-06 14:31:28,1765002688.324,other,Unknown,,,38.9757,117.787447,,,,,
